InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales,Month,DayOfWeek,Hour
569216,22602,RETROSPOT WOODEN HEART DECORATION,5,2011-10-02 12:41:00,0.85,15555,United Kingdom,4.25,October,Sunday,12
575337,23695,DOILY THANK YOU CARD,12,2011-11-09 14:11:00,0.42,17867,United Kingdom,5.04,November,Wednesday,14
571441,85014B,RED RETROSPOT UMBRELLA,3,2011-10-17 13:31:00,12.46,14096,United Kingdom,37.38,October,Monday,13
542585,48138,DOORMAT UNION FLAG,1,2011-01-28 15:29:00,7.95,17329,United Kingdom,7.95,January,Friday,15
563253,17091J,VANILLA INCENSE IN TIN,2,2011-08-15 12:04:00,0.38,15218,United Kingdom,0.76,August,Monday,12
576075,21770,OPEN CLOSED METAL SIGN,1,2011-11-13 16:16:00,4.95,15861,United Kingdom,4.95,November,Sunday,16
565737,22865,HAND WARMER OWL DESIGN,3,2011-09-06 12:27:00,2.1,16400,United Kingdom,6.300000000000001,September,Tuesday,12
538369,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-12 11:06:00,4.95,17251,United Kingdom,4.95,December,Sunday,11
540004,84946,ANTIQUE SILVER TEA GLASS ETCHED,72,2011-01-04 10:37:00,1.06,13094,United Kingdom,76.32000000000001,January,Tuesday,10
555589,22376,AIRLINE BAG VINTAGE JET SET WHITE,4,2011-06-06 09:36:00,4.25,12802,Netherlands,17.0,June,Monday,9
565150,21903,MAN FLU METAL SIGN,12,2011-09-01 14:26:00,1.85,14298,United Kingdom,22.200000000000003,September,Thursday,14
551392,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,6,2011-04-28 12:07:00,2.95,13229,United Kingdom,17.700000000000003,April,Thursday,12
550621,82582,AREA PATROLLED METAL SIGN,3,2011-04-19 13:41:00,2.1,13263,United Kingdom,6.300000000000001,April,Tuesday,13
544177,20702,PINK PADDED MOBILE,4,2011-02-16 14:27:00,4.25,13001,United Kingdom,17.0,February,Wednesday,14
563720,23032,DRAWER KNOB CRACKLE GLAZE IVORY,2,2011-08-18 16:24:00,1.65,15867,United Kingdom,3.3,August,Thursday,16
554080,21993,FLORAL FOLK STATIONERY SET,1,2011-05-22 11:42:00,2.95,16931,United Kingdom,2.95,May,Sunday,11
542713,84991,60 TEATIME FAIRY CAKE CASES,24,2011-01-31 13:27:00,0.55,12668,Germany,13.200000000000001,January,Monday,13
556102,21084,SET/6 COLLAGE PAPER CUPS,24,2011-06-08 16:15:00,0.19,13115,United Kingdom,4.5600000000000005,June,Wednesday,16
568062,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,48,2011-09-23 13:18:00,0.29,14014,United Kingdom,13.919999999999998,September,Friday,13
549257,85132C,CHARLIE AND LOLA FIGURES TINS,1,2011-04-07 12:29:00,1.95,14465,United Kingdom,1.95,April,Thursday,12
545305,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-03-01 12:58:00,0.85,15257,United Kingdom,10.2,March,Tuesday,12
570455,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-10-10 15:27:00,1.95,14529,United Kingdom,1.95,October,Monday,15
545937,22663,JUMBO BAG DOLLY GIRL DESIGN,20,2011-03-08 12:05:00,1.95,12758,Portugal,39.0,March,Tuesday,12
566061,79321,CHILLI LIGHTS,4,2011-09-08 15:36:00,5.75,13267,United Kingdom,23.0,September,Thursday,15
577856,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-11-22 11:19:00,0.65,12490,France,7.800000000000001,November,Tuesday,11
559691,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-11 15:52:00,2.08,13089,United Kingdom,20.8,July,Monday,15
551821,22191,IVORY DINER WALL CLOCK,1,2011-05-04 12:20:00,8.5,16942,United Kingdom,8.5,May,Wednesday,12
575843,23203,JUMBO BAG VINTAGE DOILY ,1,2011-11-11 12:02:00,2.08,14446,United Kingdom,2.08,November,Friday,12
569567,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-10-05 09:56:00,2.1,16059,United Kingdom,12.600000000000001,October,Wednesday,9
559673,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-07-11 14:10:00,1.65,13224,United Kingdom,16.5,July,Monday,14
544932,22410,MONEY BOX HOUSEKEEPING DESIGN,12,2011-02-25 08:14:00,1.25,16133,United Kingdom,15.0,February,Friday,8
569469,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-10-04 12:22:00,1.25,16360,United Kingdom,1.25,October,Tuesday,12
547941,POST,POSTAGE,1,2011-03-28 14:46:00,150.0,16692,United Kingdom,150.0,March,Monday,14
570666,POST,POSTAGE,1,2011-10-11 14:24:00,18.0,13919,Denmark,18.0,October,Tuesday,14
569229,23187,FRENCH STYLE STORAGE JAR BONBONS,2,2011-10-02 14:56:00,0.29,14502,United Kingdom,0.58,October,Sunday,14
553504,47566B,TEA TIME PARTY BUNTING,4,2011-05-17 13:26:00,4.95,13310,United Kingdom,19.8,May,Tuesday,13
563935,21832,CHOCOLATE CALCULATOR,3,2011-08-21 16:24:00,1.65,15547,United Kingdom,4.949999999999999,August,Sunday,16
579900,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-12-01 08:34:00,1.69,15951,United Kingdom,13.52,December,Thursday,8
574049,22141,CHRISTMAS CRAFT TREE TOP ANGEL,48,2011-11-02 13:40:00,1.85,13316,United Kingdom,88.80000000000001,November,Wednesday,13
579001,23156,SET OF 5 MINI GROCERY MAGNETS,2,2011-11-27 16:19:00,2.08,15555,United Kingdom,4.16,November,Sunday,16
538917,22082,RIBBON REEL STRIPES DESIGN ,5,2010-12-15 10:57:00,1.65,17449,United Kingdom,8.25,December,Wednesday,10
573340,23205,CHARLOTTE BAG VINTAGE ALPHABET ,4,2011-10-30 11:55:00,0.85,14159,United Kingdom,3.4,October,Sunday,11
579692,22835,HOT WATER BOTTLE I AM SO POORLY,8,2011-11-30 14:05:00,4.95,12433,Norway,39.6,November,Wednesday,14
540856,22281,EASTER TREE YELLOW BIRDS,2,2011-01-12 10:16:00,5.95,16655,United Kingdom,11.9,January,Wednesday,10
550622,20679,EDWARDIAN PARASOL RED,4,2011-04-19 13:49:00,5.95,13735,United Kingdom,23.8,April,Tuesday,13
565460,23206,LUNCH BAG APPLE DESIGN,40,2011-09-05 09:24:00,1.65,16843,United Kingdom,66.0,September,Monday,9
567368,23068,ALUMINIUM STAMPED HEART,8,2011-09-20 08:23:00,2.49,17147,United Kingdom,19.92,September,Tuesday,8
579196,23266,SET OF 3 WOODEN STOCKING DECORATION,17,2011-11-28 15:54:00,2.46,14096,United Kingdom,41.82,November,Monday,15
567236,23374,RED SPOT PAPER GIFT BAG,10,2011-09-19 11:33:00,0.82,14735,United Kingdom,8.2,September,Monday,11
575367,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2011-11-09 15:05:00,0.29,15114,United Kingdom,13.919999999999998,November,Wednesday,15
538529,21741,COSY SLIPPER SHOES LARGE GREEN,6,2010-12-13 10:24:00,2.95,14290,United Kingdom,17.700000000000003,December,Monday,10
572082,23342,MINT DINER WALL CLOCK,2,2011-10-20 14:18:00,8.5,17672,United Kingdom,17.0,October,Thursday,14
565431,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-09-04 13:15:00,1.45,14965,United Kingdom,17.4,September,Sunday,13
546321,71101E,STANDING FAIRY POLE SUPPORT ,12,2011-03-11 09:39:00,0.85,16475,United Kingdom,10.2,March,Friday,9
539609,22623,BOX OF VINTAGE JIGSAW BLOCKS ,1,2010-12-20 14:15:00,4.95,15527,United Kingdom,4.95,December,Monday,14
577853,22804,PINK HANGING HEART T-LIGHT HOLDER,3,2011-11-22 11:13:00,2.95,13681,United Kingdom,8.850000000000001,November,Tuesday,11
562427,84817,DANISH ROSE DECORATIVE PLATE,2,2011-08-04 17:19:00,2.1,17267,United Kingdom,4.2,August,Thursday,17
551982,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-05-05 13:56:00,1.45,15023,United Kingdom,4.35,May,Thursday,13
537781,21143,ANTIQUE GLASS HEART DECORATION ,2,2010-12-08 12:46:00,1.95,17341,United Kingdom,3.9,December,Wednesday,12
580687,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-12-05 15:38:00,2.95,16379,United Kingdom,35.400000000000006,December,Monday,15
568160,22340,NOEL GARLAND PAINTED ZINC ,24,2011-09-25 12:25:00,0.39,17498,United Kingdom,9.36,September,Sunday,12
538171,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2010-12-09 20:01:00,3.75,17530,United Kingdom,3.75,December,Thursday,20
548716,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-04-03 15:50:00,0.42,14023,United Kingdom,10.08,April,Sunday,15
578147,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2011-11-23 11:09:00,0.42,12748,United Kingdom,0.42,November,Wednesday,11
567126,22750,FELTCRAFT PRINCESS LOLA DOLL,2,2011-09-16 13:53:00,3.75,17238,United Kingdom,7.5,September,Friday,13
563722,22479,DAISY GARDEN MARKER,10,2011-08-18 16:32:00,1.25,17720,United Kingdom,12.5,August,Thursday,16
552262,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-05-08 11:37:00,2.1,14911,EIRE,12.600000000000001,May,Sunday,11
540277,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-01-06 12:18:00,5.55,14258,United Kingdom,66.6,January,Thursday,12
557225,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2011-06-17 13:37:00,2.75,15311,United Kingdom,66.0,June,Friday,13
537765,90214K,"LETTER ""K"" BLING KEY RING",1,2010-12-08 12:08:00,1.25,14606,United Kingdom,1.25,December,Wednesday,12
567183,85049A,TRADITIONAL CHRISTMAS RIBBONS,6,2011-09-18 15:32:00,1.25,14769,United Kingdom,7.5,September,Sunday,15
537200,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,2010-12-05 14:17:00,1.25,15867,United Kingdom,1.25,December,Sunday,14
552282,22564,ALPHABET STENCIL CRAFT,4,2011-05-08 12:44:00,1.25,14040,United Kingdom,5.0,May,Sunday,12
577479,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-20 11:34:00,0.29,14911,EIRE,6.959999999999999,November,Sunday,11
570724,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-10-12 11:22:00,0.42,12602,France,8.4,October,Wednesday,11
539840,21988,PACK OF 6 SKULL PAPER PLATES,12,2010-12-22 14:28:00,0.85,12383,Belgium,10.2,December,Wednesday,14
567656,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,2011-09-21 14:40:00,4.13,14096,United Kingdom,4.13,September,Wednesday,14
547623,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-03-24 11:29:00,1.45,15641,United Kingdom,17.4,March,Thursday,11
579711,35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2,2011-11-30 14:17:00,0.39,15060,United Kingdom,0.78,November,Wednesday,14
575137,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-08 15:13:00,1.69,13090,United Kingdom,20.28,November,Tuesday,15
547556,21383,PACK OF 12 STICKY BUNNIES,2,2011-03-23 16:45:00,0.65,17250,United Kingdom,1.3,March,Wednesday,16
571555,23209,LUNCH BAG VINTAGE DOILY ,20,2011-10-18 09:15:00,1.65,16458,United Kingdom,33.0,October,Tuesday,9
576274,22639,SET OF 4 NAPKIN CHARMS HEARTS,1,2011-11-14 14:24:00,2.55,17793,United Kingdom,2.55,November,Monday,14
553375,22960,JAM MAKING SET WITH JARS,12,2011-05-16 14:52:00,3.75,14911,EIRE,45.0,May,Monday,14
543232,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-02-04 13:28:00,9.95,13113,United Kingdom,19.9,February,Friday,13
564733,22557,PLASTERS IN TIN VINTAGE PAISLEY ,5,2011-08-28 13:18:00,1.65,17841,United Kingdom,8.25,August,Sunday,13
581399,22083,PAPER CHAIN KIT RETROSPOT,6,2011-12-08 13:27:00,2.95,17528,United Kingdom,17.700000000000003,December,Thursday,13
570097,22273,FELTCRAFT DOLL MOLLY,720,2011-10-07 12:05:00,2.3,16029,United Kingdom,1655.9999999999998,October,Friday,12
551543,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-03 09:26:00,7.95,16055,United Kingdom,15.9,May,Tuesday,9
551516,23154,SET OF 4 JAM JAR MAGNETS,12,2011-05-01 11:10:00,2.08,14800,United Kingdom,24.96,May,Sunday,11
572913,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-10-26 16:21:00,4.25,15993,United Kingdom,8.5,October,Wednesday,16
548340,22595,GINGHAM HEART DECORATION,24,2011-03-30 14:23:00,0.85,13426,United Kingdom,20.4,March,Wednesday,14
575637,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-10 13:46:00,4.95,16904,United Kingdom,4.95,November,Thursday,13
577109,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-11-17 17:50:00,0.42,16042,United Kingdom,10.08,November,Thursday,17
553556,23203,JUMBO BAG DOILEY PATTERNS,2,2011-05-17 16:48:00,2.08,17530,United Kingdom,4.16,May,Tuesday,16
568346,16238,PARTY TIME PENCIL ERASERS,2,2011-09-26 15:28:00,0.42,14096,United Kingdom,0.84,September,Monday,15
560033,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-07-14 13:28:00,2.95,12388,Australia,17.700000000000003,July,Thursday,13
563728,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-08-18 17:09:00,0.55,17045,United Kingdom,0.55,August,Thursday,17
568322,23051,RECYCLED ACAPULCO MAT BLUE,1,2011-09-26 13:41:00,8.25,15958,United Kingdom,8.25,September,Monday,13
561600,23078,ICE CREAM PEN LIP GLOSS ,24,2011-07-28 11:29:00,1.25,15861,United Kingdom,30.0,July,Thursday,11
580441,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-12-04 12:18:00,3.75,13808,United Kingdom,22.5,December,Sunday,12
571425,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-10-17 12:41:00,2.95,14911,EIRE,23.6,October,Monday,12
552786,85152,HAND OVER THE CHOCOLATE   SIGN ,48,2011-05-11 12:14:00,1.53,16029,United Kingdom,73.44,May,Wednesday,12
577869,23334,IVORY WICKER HEART SMALL,18,2011-11-22 11:34:00,0.63,13268,United Kingdom,11.34,November,Tuesday,11
554808,20728,LUNCH BAG CARS BLUE,2,2011-05-26 13:01:00,1.65,17059,United Kingdom,3.3,May,Thursday,13
564088,23344,JUMBO BAG 50'S CHRISTMAS ,100,2011-08-23 09:38:00,1.79,17702,United Kingdom,179.0,August,Tuesday,9
538844,22174,PHOTO CUBE,48,2010-12-14 13:19:00,1.48,14680,United Kingdom,71.03999999999999,December,Tuesday,13
557801,20725,LUNCH BAG RED RETROSPOT,10,2011-06-23 10:14:00,1.65,13319,United Kingdom,16.5,June,Thursday,10
554809,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,6,2011-05-26 13:13:00,3.29,16838,United Kingdom,19.740000000000002,May,Thursday,13
564471,23445,ICE CREAM BUBBLES,20,2011-08-25 12:26:00,0.83,12583,France,16.599999999999998,August,Thursday,12
547790,21211,SET OF 72 SKULL PAPER  DOILIES,12,2011-03-25 12:04:00,1.45,12545,Spain,17.4,March,Friday,12
580613,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-12-05 12:03:00,0.85,14759,United Kingdom,10.2,December,Monday,12
555630,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-06-06 12:04:00,1.25,14732,United Kingdom,15.0,June,Monday,12
580075,20728,LUNCH BAG CARS BLUE,4,2011-12-01 14:09:00,1.65,17014,United Kingdom,6.6,December,Thursday,14
556484,21754,HOME BUILDING BLOCK WORD,1,2011-06-12 13:17:00,5.95,16938,United Kingdom,5.95,June,Sunday,13
560841,16238,PARTY TIME PENCIL ERASERS,112,2011-07-21 12:25:00,0.16,14298,United Kingdom,17.92,July,Thursday,12
566234,22738,RIBBON REEL SNOWY VILLAGE,1,2011-09-11 11:08:00,1.65,15035,United Kingdom,1.65,September,Sunday,11
560410,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-07-18 14:28:00,2.55,17213,United Kingdom,15.299999999999999,July,Monday,14
580727,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-12-05 17:17:00,4.13,14096,United Kingdom,16.52,December,Monday,17
567720,22570,FELTCRAFT CUSHION RABBIT,8,2011-09-22 10:37:00,3.75,14911,EIRE,30.0,September,Thursday,10
581193,22721,SET OF 3 CAKE TINS SKETCHBOOK,2,2011-12-07 17:05:00,1.95,17097,Spain,3.9,December,Wednesday,17
574545,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-11-04 14:54:00,2.08,17084,United Kingdom,24.96,November,Friday,14
547497,20998,ROSE DU SUD OVEN GLOVE,4,2011-03-23 12:15:00,2.95,14461,United Kingdom,11.8,March,Wednesday,12
568894,23380,PACK OF 12 VINTAGE DOILY TISSUES,12,2011-09-29 13:04:00,0.39,17528,United Kingdom,4.68,September,Thursday,13
573904,85124B,BLUE JUICY FRUIT PHOTO FRAME,2,2011-11-01 14:54:00,2.55,14505,United Kingdom,5.1,November,Tuesday,14
565918,21741,COSY SLIPPER SHOES LARGE GREEN,3,2011-09-07 16:27:00,2.95,13249,United Kingdom,8.850000000000001,September,Wednesday,16
564165,21754,HOME BUILDING BLOCK WORD,6,2011-08-23 13:35:00,5.95,13593,United Kingdom,35.7,August,Tuesday,13
562200,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,2011-08-03 12:21:00,6.95,17719,United Kingdom,13.9,August,Wednesday,12
538156,21813,GARLAND WITH STARS AND BELLS,6,2010-12-09 16:53:00,4.95,15555,United Kingdom,29.700000000000003,December,Thursday,16
578233,20971,PINK BLUE FELT CRAFT TRINKET BOX,4,2011-11-23 12:20:00,1.25,14049,United Kingdom,5.0,November,Wednesday,12
575843,22592,CARDHOLDER HOLLY WREATH METAL,4,2011-11-11 12:02:00,3.75,14446,United Kingdom,15.0,November,Friday,12
564437,21981,PACK OF 12 WOODLAND TISSUES ,24,2011-08-25 12:10:00,0.29,13320,United Kingdom,6.959999999999999,August,Thursday,12
537682,22974,CHILDRENS DOLLY GIRL MUG,12,2010-12-08 10:13:00,1.65,13599,United Kingdom,19.799999999999997,December,Wednesday,10
563585,85231G,ORANGE SCENTED SET/9 T-LIGHTS,3,2011-08-17 17:01:00,0.85,17070,United Kingdom,2.55,August,Wednesday,17
572910,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,2011-10-26 15:58:00,2.1,15990,United Kingdom,4.2,October,Wednesday,15
563728,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-08-18 17:09:00,0.83,17045,United Kingdom,6.64,August,Thursday,17
536557,22694,WICKER STAR ,2,2010-12-01 14:41:00,2.1,17841,United Kingdom,4.2,December,Wednesday,14
569203,21154,RED RETROSPOT OVEN GLOVE ,20,2011-10-02 10:32:00,1.25,16353,United Kingdom,25.0,October,Sunday,10
573330,21136,PAINTED METAL PEARS ASSORTED,2,2011-10-30 11:22:00,1.69,16923,United Kingdom,3.38,October,Sunday,11
543132,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-02-03 15:27:00,4.65,15235,United Kingdom,18.6,February,Thursday,15
553540,22896,PEG BAG APPLES DESIGN,50,2011-05-17 15:32:00,2.1,17511,United Kingdom,105.0,May,Tuesday,15
553204,22919,HERB MARKER MINT,1,2011-05-15 16:13:00,0.65,16877,United Kingdom,0.65,May,Sunday,16
539587,84692,BOX OF 24 COCKTAIL PARASOLS,100,2010-12-20 13:10:00,0.32,14298,United Kingdom,32.0,December,Monday,13
542791,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-02-01 10:47:00,6.45,15039,United Kingdom,6.45,February,Tuesday,10
557639,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-06-21 16:13:00,2.1,12933,United Kingdom,2.1,June,Tuesday,16
563842,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-08-19 13:54:00,1.65,13871,United Kingdom,16.5,August,Friday,13
540968,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,3,2011-01-12 13:40:00,2.95,17338,United Kingdom,8.850000000000001,January,Wednesday,13
561236,84596L,BISCUITS SMALL BOWL LIGHT BLUE,32,2011-07-26 10:27:00,0.42,15159,United Kingdom,13.44,July,Tuesday,10
550613,22917,HERB MARKER ROSEMARY,12,2011-04-19 12:26:00,0.65,16180,United Kingdom,7.800000000000001,April,Tuesday,12
574575,22866,HAND WARMER SCOTTY DOG DESIGN,4,2011-11-04 17:03:00,2.1,14971,United Kingdom,8.4,November,Friday,17
556910,11001,ASSTD DESIGN RACING CAR PEN,16,2011-06-15 13:25:00,1.69,12748,United Kingdom,27.04,June,Wednesday,13
574544,22906,12 MESSAGE CARDS WITH ENVELOPES,60,2011-11-04 14:49:00,1.45,17084,United Kingdom,87.0,November,Friday,14
558386,22161,HEART DECORATION RUSTIC HANGING ,24,2011-06-29 09:32:00,0.19,14883,United Kingdom,4.5600000000000005,June,Wednesday,9
551747,22093,MOTORING TISSUE BOX,36,2011-05-04 11:00:00,0.42,14298,United Kingdom,15.12,May,Wednesday,11
546108,84750B,BLACK SMALL GLASS CAKE STAND,3,2011-03-09 12:35:00,1.95,15529,United Kingdom,5.85,March,Wednesday,12
555158,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-06-01 08:38:00,2.95,14842,United Kingdom,17.700000000000003,June,Wednesday,8
580611,22757,LARGE RED BABUSHKA NOTEBOOK ,1,2011-12-05 11:49:00,0.39,12748,United Kingdom,0.39,December,Monday,11
560692,22193,RED DINER WALL CLOCK,1,2011-07-20 12:01:00,8.5,14704,United Kingdom,8.5,July,Wednesday,12
567822,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-09-22 12:54:00,2.49,17644,United Kingdom,14.940000000000001,September,Thursday,12
570223,23292,SPACEBOY CHILDRENS CUP,3,2011-10-09 13:11:00,1.25,15787,United Kingdom,3.75,October,Sunday,13
578664,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,2011-11-24 16:59:00,1.45,15910,United Kingdom,2.9,November,Thursday,16
571310,22398,MAGNETS PACK OF 4 SWALLOWS,24,2011-10-17 10:17:00,0.39,13394,United Kingdom,9.36,October,Monday,10
557057,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,24,2011-06-16 14:46:00,1.25,16843,United Kingdom,30.0,June,Thursday,14
539840,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-12-22 14:28:00,0.55,12383,Belgium,13.200000000000001,December,Wednesday,14
545700,84218,BOX/12 CHICK & EGG IN BASKET,1,2011-03-06 14:57:00,1.95,17811,United Kingdom,1.95,March,Sunday,14
573552,23439,HAND WARMER RED LOVE HEART,12,2011-10-31 13:43:00,2.1,13203,United Kingdom,25.200000000000003,October,Monday,13
580527,22424,ENAMEL BREAD BIN CREAM,1,2011-12-04 15:19:00,12.75,13736,United Kingdom,12.75,December,Sunday,15
576876,22867,HAND WARMER BIRD DESIGN,4,2011-11-16 16:42:00,2.1,16804,United Kingdom,8.4,November,Wednesday,16
555284,85230E,STRAWBRY SCENTED VOTIVE CANDLE,144,2011-06-02 09:37:00,0.21,14298,United Kingdom,30.24,June,Thursday,9
554976,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,2011-05-29 10:57:00,0.83,15046,United Kingdom,1.66,May,Sunday,10
553168,23110,PARISIENNE KEY CABINET ,8,2011-05-13 16:24:00,5.75,15159,United Kingdom,46.0,May,Friday,16
560205,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-07-15 13:55:00,1.65,17068,United Kingdom,16.5,July,Friday,13
577403,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-20 10:15:00,2.08,13988,United Kingdom,20.8,November,Sunday,10
569491,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-10-04 13:25:00,1.25,14056,United Kingdom,2.5,October,Tuesday,13
580911,23286,BLUE VINTAGE SPOT BEAKER,8,2011-12-06 13:30:00,0.85,14503,United Kingdom,6.8,December,Tuesday,13
578364,23188,VINTAGE  2 METRE FOLDING RULER,12,2011-11-24 10:42:00,1.65,13588,United Kingdom,19.799999999999997,November,Thursday,10
577782,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,2011-11-21 16:17:00,0.65,16549,United Kingdom,0.65,November,Monday,16
543821,22854,CREAM SWEETHEART EGG HOLDER,4,2011-02-14 09:24:00,4.95,17667,United Kingdom,19.8,February,Monday,9
544051,21931,JUMBO STORAGE BAG SUKI,10,2011-02-15 12:40:00,1.95,16700,United Kingdom,19.5,February,Tuesday,12
573903,23355,HOT WATER BOTTLE KEEP CALM,3,2011-11-01 14:51:00,4.95,14667,United Kingdom,14.850000000000001,November,Tuesday,14
537626,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2010-12-07 14:57:00,2.1,12347,Iceland,12.600000000000001,December,Tuesday,14
554093,22961,JAM MAKING SET PRINTED,12,2011-05-22 12:49:00,1.45,14837,United Kingdom,17.4,May,Sunday,12
546984,51020A,SUMMER FUN DESIGN SHOWER CAP,10,2011-03-18 12:35:00,0.29,15019,United Kingdom,2.9,March,Friday,12
561878,22217,T-LIGHT HOLDER HANGING LACE,8,2011-07-31 12:34:00,1.25,17388,United Kingdom,10.0,July,Sunday,12
563200,22548,HEADS AND TAILS SPORTING FUN,1,2011-08-14 10:49:00,1.25,13838,United Kingdom,1.25,August,Sunday,10
565411,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-09-04 11:22:00,2.08,13772,United Kingdom,4.16,September,Sunday,11
572131,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-10-21 09:56:00,0.29,13917,United Kingdom,6.959999999999999,October,Friday,9
567904,22505,MEMO BOARD COTTAGE DESIGN,4,2011-09-22 16:34:00,4.95,12609,Germany,19.8,September,Thursday,16
569234,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-10-02 15:33:00,2.1,17841,United Kingdom,2.1,October,Sunday,15
567807,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-09-22 12:23:00,4.95,17027,United Kingdom,9.9,September,Thursday,12
555108,23184,BULL DOG BOTTLE OPENER,3,2011-05-31 14:18:00,4.95,18231,United Kingdom,14.850000000000001,May,Tuesday,14
580399,84378,SET OF 3 HEART COOKIE CUTTERS,4,2011-12-04 11:45:00,1.45,13471,United Kingdom,5.8,December,Sunday,11
538594,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2010-12-13 11:57:00,0.42,16927,United Kingdom,201.6,December,Monday,11
556917,23167,SMALL CERAMIC TOP STORAGE JAR ,96,2011-06-15 13:37:00,0.69,12415,Australia,66.24,June,Wednesday,13
581451,22442,GROW YOUR OWN FLOWERS SET OF 3,12,2011-12-08 17:57:00,1.95,17144,United Kingdom,23.4,December,Thursday,17
560732,23196,VINTAGE LEAF MAGNETIC NOTEPAD,3,2011-07-20 14:55:00,1.45,14056,United Kingdom,4.35,July,Wednesday,14
545699,23230,WRAP ALPHABET DESIGN,25,2011-03-06 14:50:00,0.42,15572,United Kingdom,10.5,March,Sunday,14
556207,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-06-09 13:50:00,0.42,17372,United Kingdom,3.36,June,Thursday,13
545188,22536,MAGIC DRAWING SLATE PURDEY,2,2011-02-28 15:19:00,0.42,14056,United Kingdom,0.84,February,Monday,15
578949,22091,EMPIRE TISSUE BOX,2,2011-11-27 14:30:00,0.39,14954,United Kingdom,0.78,November,Sunday,14
